,zipcode,business_id,Mexican,American (Traditional),Pizza,American (New),Burgers,Italian,Chinese,Salad,Sports Bars,Seafood,Japanese,Barbeque,Mediterranean,Sushi Bars,Asian Fusion,Steakhouses,Greek,Tex-Mex,Thai,Vietnamese,Indian,Middle Eastern,Southern,Latin American,Hawaiian,Korean,French,Caribbean,Pakistani,Ramen,New Mexican Cuisine,Modern European,Spanish,African,Cantonese,Persian/Iranian,Filipino,Cuban,Mongolian,Lebanese,Polish,Taiwanese,German,Turkish,Ethiopian,Brazilian,Afghan,zipcode,total_pop,occupied_housing_units,white_pop,afam_pop,amindian_pop,asian_pop,hawaiian_pop,other_race,male,female,median_income,median_age,under_18,above_18,walkscore,ffall,stars,review_count
18,85032,bVl0_l6sCwjADKRLGxsXAw,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85032,65485.0,25991.0,51453.0,1821.0,846.0,1752.0,118.0,7502.0,32618.0,32867.0,48608.0,35.2,15539.0,49191.0,48.0,115,2.5,19
19,85331,ohYgabP6PqkNsF0vnZUxeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85331,26960.0,10504.0,25266.0,194.0,108.0,434.0,12.0,421.0,13180.0,13780.0,97195.0,44.4,6458.0,20483.0,43.121951219512205,317,4.5,149
20,85383,0a1aewKFcvPsCQtIrluCmQ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85383,37182.0,12080.0,32323.0,820.0,165.0,1762.0,35.0,988.0,18465.0,18717.0,104814.0,36.3,11570.0,25517.0,43.121951219512205,14,3.5,24
21,85224,UGyEr_PMA-v1cuim0gMPlQ,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85224,42796.0,17436.0,32320.0,2028.0,773.0,2735.0,48.0,3012.0,21001.0,21795.0,64694.0,34.4,9502.0,33102.0,43.121951219512205,717,3.5,217
22,85018,wcNvlrB5xSxzXex2M3UyvQ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85018,36065.0,16763.0,29523.0,1194.0,741.0,687.0,44.0,2739.0,17821.0,18244.0,56653.0,40.2,7651.0,28347.0,52.0,987,3.0,116
23,85257,JQLUWnceJyKuMDqV0HHRUg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85257,26755.0,12220.0,21929.0,602.0,680.0,557.0,42.0,2090.0,13307.0,13448.0,53552.0,40.1,4529.0,21987.0,43.121951219512205,453,2.0,54
24,85306,gG1eunP_GeV8NFCVwrWYmw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85306,24191.0,8877.0,19915.0,828.0,329.0,737.0,40.0,1443.0,11826.0,12365.0,57386.0,36.1,5551.0,17893.0,43.121951219512205,32,2.5,8
25,85282,YGaowC1J4GfkQYyYLYWnQQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85282,48671.0,21121.0,35999.0,3081.0,1581.0,1782.0,303.0,3915.0,24983.0,23688.0,51129.0,30.6,8475.0,39875.0,43.121951219512205,6,3.5,19
26,85286,h7EShY2aJJYVa35GL_f62Q,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85286,38930.0,13395.0,28488.0,1782.0,361.0,4667.0,72.0,1988.0,19179.0,19751.0,95931.0,33.9,11948.0,26914.0,43.121951219512205,736,3.0,99
27,85022,vFnzV9uy9nEXFQgkSuv_AQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85022,46395.0,20596.0,37995.0,1738.0,714.0,1388.0,54.0,3100.0,22366.0,24029.0,48600.0,38.2,9625.0,36653.0,42.0,11,2.0,25
28,85022,BUcyHikUyo4U12-3RvDKlg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85022,46395.0,20596.0,37995.0,1738.0,714.0,1388.0,54.0,3100.0,22366.0,24029.0,48600.0,38.2,9625.0,36653.0,42.0,824,2.5,91
29,85210,E2phfNtA9Zq52AOyMwnohg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85210,36464.0,12853.0,22458.0,1715.0,1288.0,600.0,251.0,8617.0,18751.0,17713.0,37861.0,29.4,10351.0,25370.0,43.121951219512205,21,5.0,20
30,85028,nUaLFTfUqVKMFQonsWBnag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85028,19157.0,8143.0,17627.0,242.0,124.0,380.0,16.0,338.0,9283.0,9874.0,90381.0,46.9,3643.0,15458.0,35.0,2046,4.0,147
31,85257,-GUi0xyzwT9KJPS0v96dRA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85257,26755.0,12220.0,21929.0,602.0,680.0,557.0,42.0,2090.0,13307.0,13448.0,53552.0,40.1,4529.0,21987.0,43.121951219512205,30,2.5,28
32,85032,fnaDx7UD4MiodQlgYHDwsQ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85032,65485.0,25991.0,51453.0,1821.0,846.0,1752.0,118.0,7502.0,32618.0,32867.0,48608.0,35.2,15539.0,49191.0,48.0,459,4.0,192
33,85338,I_0Zb8Y6PKBGpZ192X8r8Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85338,41115.0,13341.0,28725.0,2794.0,479.0,1124.0,76.0,6013.0,20549.0,20566.0,70004.0,31.7,12895.0,28056.0,43.121951219512205,53,2.5,13
34,85297,HpxtJa8EQOZRpuLToLseew,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85297,26979.0,8120.0,22068.0,947.0,241.0,1404.0,41.0,1182.0,13463.0,13516.0,96875.0,28.9,10332.0,16630.0,43.121951219512205,196,3.0,142
35,85250,zrDi4gEaUi64lAMfJU51dw,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85250,15906.0,8178.0,14624.0,208.0,87.0,302.0,19.0,302.0,7286.0,8620.0,63538.0,47.4,2164.0,13714.0,43.121951219512205,1966,4.0,536
36,85395,2Umo6re4oAAd_GkP5RFWwQ,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85395,25922.0,8704.0,19439.0,1593.0,401.0,1566.0,34.0,2015.0,10955.0,14967.0,80216.0,40.7,5115.0,17143.0,43.121951219512205,116,2.5,38
37,85032,fXzMs__3HjTYwKPMAb4jYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85032,65485.0,25991.0,51453.0,1821.0,846.0,1752.0,118.0,7502.0,32618.0,32867.0,48608.0,35.2,15539.0,49191.0,48.0,80,4.0,127
38,85032,8NMf2dCmEGGKYR3SbMcnNA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85032,65485.0,25991.0,51453.0,1821.0,846.0,1752.0,118.0,7502.0,32618.0,32867.0,48608.0,35.2,15539.0,49191.0,48.0,12,4.0,11
39,85296,5N3rFkUeWQnOT5d8LqE7UQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85296,36799.0,12044.0,30083.0,1243.0,283.0,1823.0,81.0,1776.0,18170.0,18629.0,84089.0,31.7,11750.0,24953.0,43.121951219512205,88,3.5,31
40,85296,ha_mea2KXpVgHwxD0RDLGQ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85296,36799.0,12044.0,30083.0,1243.0,283.0,1823.0,81.0,1776.0,18170.0,18629.0,84089.0,31.7,11750.0,24953.0,43.121951219512205,150,3.5,191
41,85302,Lm6mGAdJXGoVDylx3dXA_w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85302,36909.0,14074.0,26086.0,2535.0,786.0,1375.0,109.0,4508.0,17806.0,19103.0,41660.0,35.3,9077.0,27173.0,43.121951219512205,4,3.0,8
42,85007,Me_pYtoAeA2IkO8jOBi4HA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85007,14040.0,4811.0,7374.0,1880.0,440.0,289.0,17.0,3479.0,7490.0,6550.0,27557.0,35.0,3652.0,8906.0,60.0,19,3.5,15
43,85048,xePudDnTVh8CART_p0nlxQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85048,33449.0,12613.0,27017.0,1548.0,356.0,2277.0,68.0,900.0,16411.0,17038.0,98382.0,39.1,8940.0,24475.0,43.121951219512205,3,4.5,3
44,85382,1_rKcIWq0baxOju3wJzprA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85382,40454.0,16643.0,35442.0,1029.0,242.0,1214.0,53.0,1320.0,18991.0,21463.0,62921.0,40.7,9421.0,30773.0,43.121951219512205,12,3.5,24
45,85207,v_6nTF9bTkDcsh1dLnELMA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85207,44744.0,16738.0,39224.0,845.0,406.0,726.0,54.0,2259.0,21919.0,22825.0,65627.0,40.5,11460.0,33112.0,43.121951219512205,185,3.0,63
46,85259,HAvlj15w6j1noGeY0kleDQ,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85259,21422.0,8976.0,19369.0,309.0,88.0,948.0,11.0,208.0,10430.0,10992.0,102875.0,46.6,4538.0,16798.0,43.121951219512205,300,3.5,55
47,85022,bVqNtwcwIz2gAacHWYF2lw,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85022,46395.0,20596.0,37995.0,1738.0,714.0,1388.0,54.0,3100.0,22366.0,24029.0,48600.0,38.2,9625.0,36653.0,42.0,333,3.5,133
48,85286,wKygoTySngb2gaL6edvoDw,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85286,38930.0,13395.0,28488.0,1782.0,361.0,4667.0,72.0,1988.0,19179.0,19751.0,95931.0,33.9,11948.0,26914.0,43.121951219512205,44,2.5,11
49,85210,Z0JT0Ras-kMvJLMdn9iJQQ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85210,36464.0,12853.0,22458.0,1715.0,1288.0,600.0,251.0,8617.0,18751.0,17713.0,37861.0,29.4,10351.0,25370.0,43.121951219512205,11,4.0,17
50,85008,w96oa6oQk2kolYfy8Ja2Mw,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85008,56145.0,19676.0,30274.0,5360.0,2249.0,857.0,141.0,14909.0,29146.0,26999.0,34677.0,27.5,17187.0,38019.0,51.0,38,3.0,16
51,85051,e-Hw1QkvwM2wN5Wm7p_msw,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85051,40375.0,14174.0,25849.0,2608.0,1256.0,1472.0,97.0,7371.0,20242.0,20133.0,38864.0,32.9,11299.0,28912.0,50.0,106,2.5,76
52,85202,uYDScUhTHjtnnxmzy4fgPQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85202,37275.0,15628.0,25419.0,2442.0,1865.0,1172.0,231.0,4514.0,18547.0,18728.0,44702.0,31.5,8449.0,28752.0,43.121951219512205,95,2.5,25
53,85255,a6nZdebWiAZ97jync-vnGA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85255,37270.0,15299.0,34331.0,413.0,58.0,1451.0,31.0,272.0,18148.0,19122.0,118618.0,45.0,8706.0,28463.0,43.121951219512205,529,4.0,216
54,85257,43ddDw5K4a2B9VgQcPn6gQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85257,26755.0,12220.0,21929.0,602.0,680.0,557.0,42.0,2090.0,13307.0,13448.0,53552.0,40.1,4529.0,21987.0,43.121951219512205,4,2.5,5
55,85212,IzE7CcTrNjIe7SPDQGrCiA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85212,24492.0,7267.0,19841.0,926.0,270.0,733.0,103.0,1588.0,12236.0,12256.0,81101.0,29.0,8693.0,15493.0,43.121951219512205,48,2.5,35
56,85024,N1XwkreWIROD2QKhb9qeHg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85024,22898.0,9452.0,19856.0,554.0,187.0,792.0,52.0,704.0,11107.0,11791.0,68557.0,34.7,5438.0,17437.0,22.0,18,2.0,3
57,85283,ZMp18tQQTjloj0pKSdENBw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85283,44813.0,17965.0,28864.0,3077.0,4085.0,2034.0,161.0,4565.0,22640.0,22173.0,56887.0,31.4,9730.0,34663.0,43.121951219512205,232,4.0,86
58,85033,MeSrAvgBNWHP2Js2--b6zw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85033,53037.0,13573.0,28819.0,2716.0,920.0,423.0,67.0,18109.0,26504.0,26533.0,35571.0,25.0,20177.0,32843.0,43.0,57,4.5,59
59,85260,tQm5R5UsWBzxsOGLPjfLJQ,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85260,36056.0,16811.0,32169.0,568.0,141.0,1874.0,28.0,429.0,17065.0,18991.0,79162.0,43.1,6669.0,29013.0,43.121951219512205,797,3.5,191
60,85283,DUAKXNEh7c2v8mu8nWKYOg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85283,44813.0,17965.0,28864.0,3077.0,4085.0,2034.0,161.0,4565.0,22640.0,22173.0,56887.0,31.4,9730.0,34663.0,43.121951219512205,128,4.5,38
61,85003,e880MGw6C6PJL-n3EJoY_g,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85003,9369.0,3900.0,5931.0,1024.0,252.0,99.0,22.0,1696.0,5844.0,3525.0,45615.0,31.7,1474.0,5987.0,73.0,700,3.5,174
62,85029,PUBa8BIIgkfhgE1aucXl3w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85029,43233.0,16370.0,31121.0,2082.0,1096.0,1030.0,84.0,6160.0,21328.0,21905.0,42224.0,33.2,11210.0,31624.0,41.0,25,2.5,5
63,85351,k37Q9SambL1HADilIUl6xg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85351,27789.0,17398.0,26836.0,401.0,68.0,181.0,8.0,145.0,11541.0,16248.0,35453.0,73.5,72.0,27391.0,43.121951219512205,73,3.0,45
