,zipcode,business_id,Mexican,American (Traditional),Pizza,American (New),Burgers,Italian,Chinese,Salad,Sports Bars,Seafood,Japanese,Barbeque,Mediterranean,Sushi Bars,Asian Fusion,Steakhouses,Greek,Tex-Mex,Thai,Vietnamese,Indian,Middle Eastern,Southern,Latin American,Hawaiian,Korean,French,Caribbean,Pakistani,Ramen,New Mexican Cuisine,Modern European,Spanish,African,Cantonese,Persian/Iranian,Filipino,Cuban,Mongolian,Lebanese,Polish,Taiwanese,German,Turkish,Ethiopian,Brazilian,Afghan,zipcode,total_pop,occupied_housing_units,white_pop,afam_pop,amindian_pop,hawaiian_pop,other_race,male,female,median_income,median_age,under_18,above_18,PCT0050002,PCT0050003,PCT0050004,PCT0050005,PCT0050006,PCT0050007,PCT0050008,PCT0050009,PCT0050010,PCT0050011,PCT0050012,PCT0050013,PCT0050014,PCT0050015,PCT0050016,PCT0050017,PCT0050018,PCT0050019,PCT0050020,walkscore
11,85258,rFeJgbnLxtcdqIpBdhpxtQ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85258,23342.0,12022.0,21753.0,261.0,81.0,18.0,176.0,10919.0,12423.0,77892.0,53.3,3251.0,20064.0,202.0,5.0,0.0,1.0,0.0,132.0,66.0,0.0,5.0,80.0,76.0,3.0,0.0,0.0,19.0,5.0,12.0,5.0,18.0,43.1219512195122
12,85305,s2gjJKptpkmwSXYRtfptZQ,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85305,10822.0,3720.0,6797.0,805.0,215.0,14.0,1848.0,5400.0,5422.0,64315.0,29.6,3033.0,7767.0,28.0,0.0,0.0,0.0,18.0,32.0,139.0,0.0,1.0,17.0,41.0,4.0,0.0,0.0,9.0,0.0,0.0,21.0,259.0,43.1219512195122
13,85204,c3ukNv4GHicrT6K9G2IW3w,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85204,60885.0,20016.0,41824.0,1691.0,1224.0,359.0,12550.0,30837.0,30048.0,46433.0,29.4,18516.0,42193.0,43.0,12.0,0.0,1.0,7.0,96.0,209.0,3.0,2.0,78.0,41.0,6.0,0.0,0.0,20.0,1.0,5.0,28.0,165.0,43.1219512195122
14,85338,nGuhjKrZjqvB2xodGo7m7Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85338,41115.0,13341.0,28725.0,2794.0,479.0,76.0,6013.0,20549.0,20566.0,70004.0,31.7,12895.0,28056.0,161.0,0.0,0.0,1.0,10.0,121.0,451.0,1.0,4.0,61.0,40.0,0.0,0.0,0.0,20.0,0.0,2.0,26.0,226.0,43.1219512195122
15,85297,maBe6J_QSeYlAa1YNkAyVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85297,26979.0,8120.0,22068.0,947.0,241.0,41.0,1182.0,13463.0,13516.0,96875.0,28.9,10332.0,16630.0,323.0,25.0,0.0,3.0,8.0,271.0,285.0,1.0,3.0,29.0,151.0,4.0,1.0,0.0,17.0,1.0,13.0,21.0,248.0,43.1219512195122
16,85044,8vA1d9_w4hBjOcrM7mNWFg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85044,37993.0,16978.0,29788.0,2490.0,857.0,78.0,1499.0,18647.0,19346.0,70860.0,37.9,7969.0,29958.0,550.0,11.0,0.0,10.0,16.0,284.0,327.0,0.0,24.0,151.0,227.0,10.0,7.0,13.0,37.0,0.0,29.0,22.0,114.0,36.0
17,85281,CcTvk2-unBwmAZmU3PlKww,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85281,57348.0,22071.0,39671.0,3148.0,1739.0,170.0,6243.0,31214.0,26134.0,31921.0,23.5,7139.0,40763.0,1238.0,40.0,0.0,9.0,45.0,1216.0,268.0,0.0,38.0,141.0,333.0,26.0,9.0,18.0,48.0,19.0,140.0,41.0,254.0,43.1219512195122
18,85007,sh69ApUyPhAltAMpv5vX3w,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85007,14040.0,4811.0,7374.0,1880.0,440.0,17.0,3479.0,7490.0,6550.0,27557.0,35.0,3652.0,8906.0,32.0,1.0,0.0,0.0,0.0,158.0,30.0,0.0,2.0,11.0,10.0,0.0,0.0,4.0,1.0,0.0,5.0,1.0,34.0,60.0
19,85032,bVl0_l6sCwjADKRLGxsXAw,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85032,65485.0,25991.0,51453.0,1821.0,846.0,118.0,7502.0,32618.0,32867.0,48608.0,35.2,15539.0,49191.0,695.0,0.0,0.0,14.0,9.0,275.0,418.0,7.0,16.0,76.0,79.0,2.0,2.0,0.0,2.0,18.0,9.0,30.0,100.0,48.0
20,85331,ohYgabP6PqkNsF0vnZUxeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85331,26960.0,10504.0,25266.0,194.0,108.0,12.0,421.0,13180.0,13780.0,97195.0,44.4,6458.0,20483.0,72.0,0.0,0.0,0.0,9.0,101.0,83.0,0.0,3.0,41.0,54.0,3.0,0.0,0.0,7.0,5.0,4.0,13.0,39.0,43.1219512195122
21,85383,0a1aewKFcvPsCQtIrluCmQ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85383,37182.0,12080.0,32323.0,820.0,165.0,35.0,988.0,18465.0,18717.0,104814.0,36.3,11570.0,25517.0,403.0,17.0,0.0,7.0,30.0,295.0,328.0,2.0,1.0,54.0,280.0,11.0,0.0,1.0,49.0,2.0,2.0,31.0,249.0,43.1219512195122
22,85224,UGyEr_PMA-v1cuim0gMPlQ,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85224,42796.0,17436.0,32320.0,2028.0,773.0,48.0,3012.0,21001.0,21795.0,64694.0,34.4,9502.0,33102.0,628.0,17.0,0.0,11.0,63.0,493.0,510.0,7.0,21.0,128.0,174.0,19.0,4.0,4.0,107.0,8.0,37.0,45.0,459.0,43.1219512195122
23,85018,wcNvlrB5xSxzXex2M3UyvQ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85018,36065.0,16763.0,29523.0,1194.0,741.0,44.0,2739.0,17821.0,18244.0,56653.0,40.2,7651.0,28347.0,149.0,1.0,0.0,2.0,5.0,222.0,108.0,1.0,7.0,45.0,72.0,2.0,0.0,1.0,8.0,0.0,9.0,13.0,42.0,52.0
24,85257,JQLUWnceJyKuMDqV0HHRUg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85257,26755.0,12220.0,21929.0,602.0,680.0,42.0,2090.0,13307.0,13448.0,53552.0,40.1,4529.0,21987.0,78.0,0.0,0.0,6.0,18.0,135.0,117.0,0.0,11.0,40.0,49.0,3.0,0.0,0.0,1.0,0.0,7.0,35.0,57.0,43.1219512195122
25,85306,gG1eunP_GeV8NFCVwrWYmw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85306,24191.0,8877.0,19915.0,828.0,329.0,40.0,1443.0,11826.0,12365.0,57386.0,36.1,5551.0,17893.0,179.0,0.0,0.0,0.0,35.0,121.0,138.0,1.0,0.0,33.0,57.0,8.0,0.0,2.0,8.0,1.0,18.0,20.0,116.0,43.1219512195122
26,85282,YGaowC1J4GfkQYyYLYWnQQ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85282,48671.0,21121.0,35999.0,3081.0,1581.0,303.0,3915.0,24983.0,23688.0,51129.0,30.6,8475.0,39875.0,371.0,7.0,0.0,12.0,52.0,403.0,246.0,1.0,14.0,138.0,227.0,25.0,1.0,14.0,23.0,5.0,25.0,25.0,193.0,43.1219512195122
27,85286,h7EShY2aJJYVa35GL_f62Q,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85286,38930.0,13395.0,28488.0,1782.0,361.0,72.0,1988.0,19179.0,19751.0,95931.0,33.9,11948.0,26914.0,1456.0,44.0,0.0,6.0,46.0,1110.0,606.0,1.0,16.0,82.0,404.0,38.0,2.0,9.0,127.0,2.0,60.0,38.0,620.0,43.1219512195122
28,85022,vFnzV9uy9nEXFQgkSuv_AQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85022,46395.0,20596.0,37995.0,1738.0,714.0,54.0,3100.0,22366.0,24029.0,48600.0,38.2,9625.0,36653.0,381.0,1.0,0.0,10.0,11.0,256.0,319.0,3.0,5.0,73.0,87.0,3.0,3.0,0.0,15.0,0.0,7.0,28.0,186.0,42.0
29,85022,BUcyHikUyo4U12-3RvDKlg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85022,46395.0,20596.0,37995.0,1738.0,714.0,54.0,3100.0,22366.0,24029.0,48600.0,38.2,9625.0,36653.0,381.0,1.0,0.0,10.0,11.0,256.0,319.0,3.0,5.0,73.0,87.0,3.0,3.0,0.0,15.0,0.0,7.0,28.0,186.0,42.0
30,85210,E2phfNtA9Zq52AOyMwnohg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85210,36464.0,12853.0,22458.0,1715.0,1288.0,251.0,8617.0,18751.0,17713.0,37861.0,29.4,10351.0,25370.0,90.0,1.0,0.0,3.0,23.0,106.0,135.0,0.0,4.0,36.0,33.0,4.0,0.0,0.0,15.0,2.0,17.0,14.0,117.0,43.1219512195122
31,85028,nUaLFTfUqVKMFQonsWBnag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85028,19157.0,8143.0,17627.0,242.0,124.0,16.0,338.0,9283.0,9874.0,90381.0,46.9,3643.0,15458.0,79.0,0.0,0.0,3.0,1.0,120.0,56.0,0.0,5.0,42.0,36.0,0.0,0.0,0.0,6.0,6.0,10.0,5.0,11.0,35.0
32,85257,-GUi0xyzwT9KJPS0v96dRA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85257,26755.0,12220.0,21929.0,602.0,680.0,42.0,2090.0,13307.0,13448.0,53552.0,40.1,4529.0,21987.0,78.0,0.0,0.0,6.0,18.0,135.0,117.0,0.0,11.0,40.0,49.0,3.0,0.0,0.0,1.0,0.0,7.0,35.0,57.0,43.1219512195122
33,85032,fnaDx7UD4MiodQlgYHDwsQ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85032,65485.0,25991.0,51453.0,1821.0,846.0,118.0,7502.0,32618.0,32867.0,48608.0,35.2,15539.0,49191.0,695.0,0.0,0.0,14.0,9.0,275.0,418.0,7.0,16.0,76.0,79.0,2.0,2.0,0.0,2.0,18.0,9.0,30.0,100.0,48.0
34,85338,I_0Zb8Y6PKBGpZ192X8r8Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85338,41115.0,13341.0,28725.0,2794.0,479.0,76.0,6013.0,20549.0,20566.0,70004.0,31.7,12895.0,28056.0,161.0,0.0,0.0,1.0,10.0,121.0,451.0,1.0,4.0,61.0,40.0,0.0,0.0,0.0,20.0,0.0,2.0,26.0,226.0,43.1219512195122
35,85297,HpxtJa8EQOZRpuLToLseew,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85297,26979.0,8120.0,22068.0,947.0,241.0,41.0,1182.0,13463.0,13516.0,96875.0,28.9,10332.0,16630.0,323.0,25.0,0.0,3.0,8.0,271.0,285.0,1.0,3.0,29.0,151.0,4.0,1.0,0.0,17.0,1.0,13.0,21.0,248.0,43.1219512195122
36,85250,zrDi4gEaUi64lAMfJU51dw,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85250,15906.0,8178.0,14624.0,208.0,87.0,19.0,302.0,7286.0,8620.0,63538.0,47.4,2164.0,13714.0,69.0,1.0,0.0,9.0,0.0,75.0,45.0,0.0,1.0,29.0,41.0,4.0,0.0,1.0,0.0,0.0,1.0,5.0,21.0,43.1219512195122
37,85395,2Umo6re4oAAd_GkP5RFWwQ,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85395,25922.0,8704.0,19439.0,1593.0,401.0,34.0,2015.0,10955.0,14967.0,80216.0,40.7,5115.0,17143.0,172.0,8.0,0.0,1.0,7.0,330.0,493.0,1.0,2.0,54.0,168.0,9.0,5.0,4.0,9.0,1.0,3.0,15.0,284.0,43.1219512195122
38,85032,fXzMs__3HjTYwKPMAb4jYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85032,65485.0,25991.0,51453.0,1821.0,846.0,118.0,7502.0,32618.0,32867.0,48608.0,35.2,15539.0,49191.0,695.0,0.0,0.0,14.0,9.0,275.0,418.0,7.0,16.0,76.0,79.0,2.0,2.0,0.0,2.0,18.0,9.0,30.0,100.0,48.0
39,85032,8NMf2dCmEGGKYR3SbMcnNA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85032,65485.0,25991.0,51453.0,1821.0,846.0,118.0,7502.0,32618.0,32867.0,48608.0,35.2,15539.0,49191.0,695.0,0.0,0.0,14.0,9.0,275.0,418.0,7.0,16.0,76.0,79.0,2.0,2.0,0.0,2.0,18.0,9.0,30.0,100.0,48.0
40,85296,5N3rFkUeWQnOT5d8LqE7UQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85296,36799.0,12044.0,30083.0,1243.0,283.0,81.0,1776.0,18170.0,18629.0,84089.0,31.7,11750.0,24953.0,387.0,33.0,0.0,0.0,16.0,341.0,462.0,0.0,17.0,86.0,129.0,16.0,1.0,2.0,27.0,4.0,15.0,24.0,263.0,43.1219512195122
41,85296,ha_mea2KXpVgHwxD0RDLGQ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85296,36799.0,12044.0,30083.0,1243.0,283.0,81.0,1776.0,18170.0,18629.0,84089.0,31.7,11750.0,24953.0,387.0,33.0,0.0,0.0,16.0,341.0,462.0,0.0,17.0,86.0,129.0,16.0,1.0,2.0,27.0,4.0,15.0,24.0,263.0,43.1219512195122
42,85302,Lm6mGAdJXGoVDylx3dXA_w,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85302,36909.0,14074.0,26086.0,2535.0,786.0,109.0,4508.0,17806.0,19103.0,41660.0,35.3,9077.0,27173.0,141.0,16.0,0.0,17.0,9.0,229.0,277.0,0.0,9.0,98.0,75.0,4.0,0.0,8.0,5.0,0.0,2.0,21.0,464.0,43.1219512195122
43,85007,Me_pYtoAeA2IkO8jOBi4HA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85007,14040.0,4811.0,7374.0,1880.0,440.0,17.0,3479.0,7490.0,6550.0,27557.0,35.0,3652.0,8906.0,32.0,1.0,0.0,0.0,0.0,158.0,30.0,0.0,2.0,11.0,10.0,0.0,0.0,4.0,1.0,0.0,5.0,1.0,34.0,60.0
44,85048,xePudDnTVh8CART_p0nlxQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85048,33449.0,12613.0,27017.0,1548.0,356.0,68.0,900.0,16411.0,17038.0,98382.0,39.1,8940.0,24475.0,575.0,8.0,0.0,1.0,4.0,607.0,239.0,0.0,8.0,131.0,377.0,13.0,19.0,9.0,21.0,1.0,54.0,22.0,188.0,43.1219512195122
45,85382,1_rKcIWq0baxOju3wJzprA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85382,40454.0,16643.0,35442.0,1029.0,242.0,53.0,1320.0,18991.0,21463.0,62921.0,40.7,9421.0,30773.0,318.0,3.0,0.0,4.0,12.0,223.0,253.0,0.0,2.0,59.0,166.0,8.0,1.0,0.0,14.0,0.0,4.0,17.0,130.0,43.1219512195122
46,85207,v_6nTF9bTkDcsh1dLnELMA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85207,44744.0,16738.0,39224.0,845.0,406.0,54.0,2259.0,21919.0,22825.0,65627.0,40.5,11460.0,33112.0,85.0,0.0,0.0,0.0,6.0,123.0,256.0,0.0,7.0,50.0,97.0,12.0,1.0,0.0,9.0,0.0,1.0,9.0,70.0,43.1219512195122
47,85259,HAvlj15w6j1noGeY0kleDQ,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85259,21422.0,8976.0,19369.0,309.0,88.0,11.0,208.0,10430.0,10992.0,102875.0,46.6,4538.0,16798.0,300.0,7.0,0.0,0.0,1.0,238.0,105.0,0.0,4.0,64.0,123.0,1.0,2.0,4.0,45.0,1.0,7.0,7.0,39.0,43.1219512195122
48,85022,bVqNtwcwIz2gAacHWYF2lw,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85022,46395.0,20596.0,37995.0,1738.0,714.0,54.0,3100.0,22366.0,24029.0,48600.0,38.2,9625.0,36653.0,381.0,1.0,0.0,10.0,11.0,256.0,319.0,3.0,5.0,73.0,87.0,3.0,3.0,0.0,15.0,0.0,7.0,28.0,186.0,42.0
